"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"20:38:42.0787609","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 40 621 056, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.0939740","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 40 653 824, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1129558","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 40 686 592, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1134226","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 40 719 360, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1137690","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 40 752 128, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1141556","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 40 784 896, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1145266","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 40 817 664, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1149183","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 75 299 328, Length: 16 384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1151977","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 40 850 432, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1156547","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 40 883 200, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1160444","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 40 915 968, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1163933","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 40 948 736, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1167121","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 40 981 504, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1170607","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 41 014 272, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1173918","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 41 047 040, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1177360","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 41 079 808, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1180637","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 41 112 576, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1196753","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 41 145 344, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1200541","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 41 178 112, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1204528","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 41 210 880, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1208260","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 41 243 648, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1212604","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 41 276 416, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1216309","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 41 309 184, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1220228","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 41 341 952, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1224215","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 41 374 720, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1228322","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 41 407 488, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1232093","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 41 440 256, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1236141","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 41 473 024, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1239935","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 41 505 792, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1244284","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 41 538 560, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1247642","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 75 315 712, Length: 16 384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1250159","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 41 571 328, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1253442","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 41 604 096, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1257607","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 41 636 864, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1260960","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 41 669 632, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1264228","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 41 702 400, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1267581","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 41 735 168, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1271905","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 41 767 936, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1275632","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 41 800 704, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1280856","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 41 833 472, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1296836","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 41 866 240, Length: 16 384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1302540","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 41 882 624, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1306739","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 41 915 392, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1310717","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 41 948 160, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1314511","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 41 980 928, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1318160","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 42 013 696, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1321409","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 42 046 464, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1324797","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 42 079 232, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1328049","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 42 112 000, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1332519","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 42 144 768, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1336542","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 42 177 536, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1340470","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 42 210 304, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1344216","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 42 243 072, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1348745","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 42 275 840, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1353083","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 42 308 608, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1357053","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 42 341 376, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1360305","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 42 374 144, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1494193","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 75 332 096, Length: 16 384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.1947209","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 42 406 912, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.2100332","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 42 439 680, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.2254276","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 42 472 448, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.2404924","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 42 505 216, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.2596291","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 42 537 984, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.2605737","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 42 570 752, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.2610330","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 42 603 520, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.2614436","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 42 636 288, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.2618032","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 42 669 056, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.2621283","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 42 701 824, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.2624482","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 42 734 592, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.2627837","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 42 767 360, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.2633145","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 42 800 128, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.2639361","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 42 832 896, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.2655302","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 42 865 664, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.2660800","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 42 898 432, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.2665127","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 42 931 200, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.2669533","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 42 963 968, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.2674072","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 42 996 736, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.2679595","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 43 029 504, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.2683627","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 43 062 272, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.2688029","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 43 095 040, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.2692728","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 43 127 808, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.2696860","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 43 160 576, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.2701771","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 43 193 344, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.2706375","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 43 226 112, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.2711222","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 43 258 880, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.2716377","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 43 291 648, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.3055529","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 43 324 416, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.3058917","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 75 348 480, Length: 16 384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.3062094","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 43 357 184, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.3066287","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 43 389 952, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.3082219","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 43 422 720, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.3086016","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 43 455 488, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.3090360","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 43 488 256, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.3095749","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 43 521 024, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.3100143","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 43 553 792, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.3104859","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 43 586 560, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.3109765","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 43 619 328, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.3114072","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 43 652 096, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.3118671","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 43 684 864, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.3123375","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 43 717 632, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.3127862","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 43 750 400, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.3132790","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 43 783 168, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.3136695","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 43 815 936, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.3141553","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 43 848 704, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.3146007","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 43 881 472, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.3150694","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 43 914 240, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.3155335","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 43 947 008, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.3160296","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 43 979 776, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.3178346","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 44 012 544, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.3182626","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 44 045 312, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.3187138","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 44 078 080, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.3191976","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 44 110 848, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.3196552","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 75 364 864, Length: 16 384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.3198930","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 44 143 616, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"20:38:42.3202198","3uTools.exe","2396","ReadFile","C:\Program Files\3uToolsV3\x86\Qt5WebEngineCore.dll","SUCCESS","Offset: 44 176 384, Length: 32 768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
